lap_n,stint_n,compounds,pit_laps,team,rain,driver_name,grid_pos,pit_count,final,location
70.0,6.0,"['MEDIUM', 'HARD']","[1.0, 14.0]",Mercedes,0,RUS,1,2,1.0,Montréal
70.0,6.0,"['MEDIUM', 'HARD']","[1.0, 13.0]",Red Bull Racing,0,VER,2,2,2.0,Montréal
70.0,6.0,"['MEDIUM', 'HARD']","[1.0, 15.0]",Mercedes,0,ANT,4,2,3.0,Montréal
70.0,6.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 17.0, 68.0]",McLaren,0,PIA,3,3,4.0,Montréal
70.0,6.0,"['HARD', 'MEDIUM']","[1.0, 54.0]",Ferrari,0,LEC,8,2,5.0,Montréal
70.0,6.0,"['MEDIUM', 'HARD']","[1.0, 16.0]",Ferrari,0,HAM,5,2,6.0,Montréal
70.0,7.0,"['MEDIUM', 'HARD']","[1.0, 16.0]",Aston Martin,0,ALO,6,2,7.0,Montréal
70.0,6.0,"['MEDIUM', 'HARD']","[1.0, 20.0]",Kick Sauber,0,HUL,11,2,8.0,Montréal
69.0,5.0,"['HARD', 'MEDIUM']","[1.0, 58.0]",Haas F1 Team,0,OCO,14,2,9.0,Montréal
69.0,5.0,"['HARD', 'MEDIUM']","[1.0, 58.0]",Williams,0,SAI,16,2,10.0,Montréal
69.0,5.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 19.0, 67.0]",Haas F1 Team,0,BEA,13,3,11.0,Montréal
69.0,5.0,"['HARD', 'MEDIUM']","[1.0, 57.0]",Red Bull Racing,0,TSU,18,2,12.0,Montréal
69.0,5.0,"['MEDIUM', 'HARD']","[1.0, 15.0]",Alpine,0,COL,10,2,13.0,Montréal
69.0,5.0,"['HARD', 'MEDIUM']","[1.0, 50.0]",Kick Sauber,0,BOR,15,2,14.0,Montréal
69.0,5.0,"['HARD', 'MEDIUM']","[1.0, 54.0]",Alpine,0,GAS,20,2,15.0,Montréal
69.0,5.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 14.0, 67.0]",Racing Bulls,0,HAD,12,3,16.0,Montréal
69.0,6.0,"['HARD', 'MEDIUM', 'SOFT']","[1.0, 52.0, 67.0]",Aston Martin,0,STR,17,3,17.0,Montréal
67.0,3.0,"['HARD', 'MEDIUM', 'HARD']","[1.0, 30.0, 48.0]",McLaren,0,NOR,7,3,nan,Montréal
54.0,2.0,"['HARD', 'MEDIUM']","[1.0, 39.0]",Racing Bulls,0,LAW,19,2,19.0,Montréal
47.0,2.0,"['MEDIUM', 'HARD']","[1.0, 24.0]",Williams,0,ALB,9,2,nan,Montréal
70.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 21.0, 53.0]",McLaren,0,NOR,1,3,1.0,Spielberg
70.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 25.0, 54.0]",McLaren,0,PIA,3,3,2.0,Spielberg
70.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 26.0, 50.0]",Ferrari,0,LEC,2,3,3.0,Spielberg
70.0,3.0,"['MEDIUM', 'HARD', 'MEDIUM']","[1.0, 27.0, 51.0]",Ferrari,0,HAM,4,3,4.0,Spielberg
70.0,3.0,"['MEDIUM', 'HARD']","[1.0, 46.0]",Mercedes,0,RUS,5,2,5.0,Spielberg
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 33.0]",Racing Bulls,0,LAW,6,2,6.0,Spielberg
69.0,2.0,"['MEDIUM', 'HARD']","[1.0, 34.0]",Aston Martin,0,ALO,11,2,7.0,Spielberg
69.0,3.0,"['MEDIUM', 'HARD']","[1.0, 50.0]",Kick Sauber,0,BOR,8,2,8.0,Spielberg
69.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 13.0]",Kick Sauber,0,HUL,20,2,9.0,Spielberg
69.0,3.0,"['MEDIUM', 'HARD']","[1.0, 20.0]",Haas F1 Team,0,OCO,17,2,10.0,Spielberg
69.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 12.0, 40.0]",Haas F1 Team,0,BEA,15,3,11.0,Spielberg
69.0,3.0,"['SOFT', 'MEDIUM', 'HARD']","[1.0, 3.0, 29.0]",Racing Bulls,0,HAD,13,3,12.0,Spielberg
69.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 13.0, 39.0]",Alpine,0,GAS,10,3,13.0,Spielberg
69.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 27.0, 54.0]",Aston Martin,0,STR,16,3,14.0,Spielberg
69.0,3.0,"['SOFT', 'MEDIUM', 'HARD']","[1.0, 14.0, 40.0]",Alpine,0,COL,14,3,15.0,Spielberg
68.0,4.0,"['MEDIUM', 'HARD', 'MEDIUM', 'SOFT']","[1.0, 19.0, 31.0, 61.0]",Red Bull Racing,0,TSU,18,4,16.0,Spielberg
15.0,2.0,['MEDIUM'],[1.0],Williams,0,ALB,12,1,16.0,Spielberg
1.0,1.0,['MEDIUM'],[1.0],Red Bull Racing,0,VER,7,1,nan,Spielberg
1.0,1.0,['MEDIUM'],[1.0],Mercedes,0,ANT,9,1,nan,Spielberg
1.0,1.0,['MEDIUM'],[1.0],Williams,0,SAI,19,1,nan,Spielberg
52.0,3.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 45.0]",McLaren,0,NOR,3,2,1.0,Silverstone
52.0,3.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 44.0]",McLaren,0,PIA,2,2,2.0,Silverstone
52.0,3.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 43.0]",Kick Sauber,0,HUL,19,2,3.0,Silverstone
52.0,3.0,"['INTERMEDIATE', 'SOFT']","[1.0, 42.0]",Ferrari,0,HAM,5,2,4.0,Silverstone
52.0,3.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 42.0]",Red Bull Racing,0,VER,1,2,5.0,Silverstone
52.0,3.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 42.0]",Alpine,0,GAS,8,2,6.0,Silverstone
52.0,4.0,"['INTERMEDIATE', 'SOFT', 'INTERMEDIATE', 'SOFT']","[1.0, 7.0, 11.0, 42.0]",Aston Martin,0,STR,17,4,7.0,Silverstone
52.0,3.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 43.0]",Williams,0,ALB,13,2,8.0,Silverstone
52.0,3.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 38.0]",Aston Martin,0,ALO,7,2,9.0,Silverstone
52.0,3.0,"['HARD', 'INTERMEDIATE', 'HARD']","[1.0, 11.0, 39.0]",Mercedes,0,RUS,4,3,10.0,Silverstone
52.0,3.0,"['HARD', 'INTERMEDIATE', 'MEDIUM']","[1.0, 11.0, 42.0]",Haas F1 Team,0,BEA,18,3,11.0,Silverstone
52.0,3.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 42.0]",Williams,0,SAI,9,2,12.0,Silverstone
52.0,3.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 43.0]",Haas F1 Team,0,OCO,14,2,13.0,Silverstone
52.0,3.0,"['MEDIUM', 'INTERMEDIATE', 'SOFT']","[1.0, 11.0, 43.0]",Ferrari,0,LEC,6,3,14.0,Silverstone
51.0,3.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 42.0]",Red Bull Racing,0,TSU,11,2,15.0,Silverstone
23.0,4.0,"['INTERMEDIATE', 'HARD', 'INTERMEDIATE']","[1.0, 3.0, 10.0]",Mercedes,0,ANT,10,3,16.0,Silverstone
18.0,2.0,"['MEDIUM', 'INTERMEDIATE']","[1.0, 11.0]",Racing Bulls,0,HAD,12,2,nan,Silverstone
4.0,1.0,['MEDIUM'],[1.0],Kick Sauber,0,BOR,16,1,nan,Silverstone
1.0,1.0,['INTERMEDIATE'],[1.0],Racing Bulls,0,LAW,15,1,nan,Silverstone
1.0,1.0,['HARD'],[1.0],Alpine,0,COL,20,1,nan,Silverstone
44.0,2.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 13.0]",McLaren,0,PIA,2,2,1.0,Spa-Francorchamps
44.0,2.0,"['INTERMEDIATE', 'HARD']","[1.0, 14.0]",McLaren,0,NOR,1,2,2.0,Spa-Francorchamps
44.0,2.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 13.0]",Ferrari,0,LEC,3,2,3.0,Spa-Francorchamps
44.0,2.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 13.0]",Red Bull Racing,0,VER,4,2,4.0,Spa-Francorchamps
44.0,2.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 13.0]",Mercedes,0,RUS,6,2,5.0,Spa-Francorchamps
44.0,2.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 13.0]",Williams,0,ALB,5,2,6.0,Spa-Francorchamps
44.0,2.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 12.0]",Ferrari,0,HAM,18,2,7.0,Spa-Francorchamps
44.0,2.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 13.0]",Racing Bulls,0,LAW,9,2,8.0,Spa-Francorchamps
44.0,2.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 13.0]",Kick Sauber,0,BOR,10,2,9.0,Spa-Francorchamps
44.0,2.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 12.0]",Alpine,0,GAS,13,2,10.0,Spa-Francorchamps
44.0,2.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 12.0]",Haas F1 Team,0,BEA,12,2,11.0,Spa-Francorchamps
44.0,3.0,"['INTERMEDIATE', 'MEDIUM', 'None']","[1.0, 12.0, 33.0]",Kick Sauber,0,HUL,14,3,12.0,Spa-Francorchamps
44.0,2.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 14.0]",Red Bull Racing,0,TSU,7,2,13.0,Spa-Francorchamps
44.0,2.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 13.0]",Aston Martin,0,STR,16,2,14.0,Spa-Francorchamps
44.0,2.0,"['INTERMEDIATE', 'MEDIUM']","[1.0, 14.0]",Haas F1 Team,0,OCO,11,2,15.0,Spa-Francorchamps
44.0,3.0,"['INTERMEDIATE', 'MEDIUM', 'None']","[1.0, 13.0, 31.0]",Mercedes,0,ANT,19,3,16.0,Spa-Francorchamps
44.0,3.0,"['INTERMEDIATE', 'MEDIUM', 'None']","[1.0, 12.0, 30.0]",Aston Martin,0,ALO,20,3,17.0,Spa-Francorchamps
44.0,3.0,"['INTERMEDIATE', 'MEDIUM', 'HARD']","[1.0, 13.0, 27.0]",Williams,0,SAI,17,3,18.0,Spa-Francorchamps
44.0,3.0,"['INTERMEDIATE', 'MEDIUM', 'None']","[1.0, 13.0, 29.0]",Alpine,0,COL,15,3,19.0,Spa-Francorchamps
43.0,3.0,"['INTERMEDIATE', 'MEDIUM', 'HARD']","[1.0, 14.0, 21.0]",Racing Bulls,0,HAD,8,3,20.0,Spa-Francorchamps
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 32.0]",McLaren,0,NOR,3,2,1.0,Budapest
70.0,3.0,"['MEDIUM', 'HARD']","[1.0, 19.0]",McLaren,0,PIA,2,2,2.0,Budapest
70.0,3.0,"['MEDIUM', 'HARD']","[1.0, 20.0]",Mercedes,0,RUS,4,2,3.0,Budapest
70.0,3.0,"['MEDIUM', 'HARD']","[1.0, 20.0]",Ferrari,0,LEC,1,2,4.0,Budapest
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 40.0]",Aston Martin,0,ALO,5,2,5.0,Budapest
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 41.0]",Kick Sauber,0,BOR,7,2,6.0,Budapest
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 37.0]",Aston Martin,0,STR,6,2,7.0,Budapest
70.0,2.0,"['MEDIUM', 'HARD']","[1.0, 41.0]",Racing Bulls,0,LAW,9,2,8.0,Budapest
70.0,3.0,"['MEDIUM', 'HARD']","[1.0, 18.0]",Red Bull Racing,0,VER,8,2,9.0,Budapest
69.0,2.0,"['MEDIUM', 'HARD']","[1.0, 22.0]",Mercedes,0,ANT,15,2,10.0,Budapest
69.0,2.0,"['MEDIUM', 'HARD']","[1.0, 34.0]",Racing Bulls,0,HAD,10,2,11.0,Budapest
69.0,2.0,"['HARD', 'MEDIUM']","[1.0, 43.0]",Ferrari,0,HAM,12,2,12.0,Budapest
69.0,3.0,"['SOFT', 'MEDIUM']","[1.0, 6.0]",Kick Sauber,0,HUL,18,2,13.0,Budapest
69.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 16.0, 52.0]",Williams,0,SAI,13,3,14.0,Budapest
69.0,3.0,"['SOFT', 'MEDIUM', 'HARD']","[1.0, 15.0, 39.0]",Williams,0,ALB,19,3,15.0,Budapest
69.0,2.0,"['MEDIUM', 'HARD']","[1.0, 15.0]",Haas F1 Team,0,OCO,17,2,16.0,Budapest
69.0,3.0,"['MEDIUM', 'SOFT', 'HARD']","[1.0, 21.0, 38.0]",Red Bull Racing,0,TSU,20,3,18.0,Budapest
69.0,3.0,"['MEDIUM', 'HARD']","[1.0, 14.0]",Alpine,0,COL,14,2,19.0,Budapest
69.0,2.0,"['HARD', 'MEDIUM']","[1.0, 33.0]",Alpine,0,GAS,16,2,17.0,Budapest
48.0,2.0,"['MEDIUM', 'HARD']","[1.0, 31.0]",Haas F1 Team,0,BEA,11,2,19.0,Budapest
72.0,3.0,"['MEDIUM', 'HARD']","[1.0, 24.0]",McLaren,0,PIA,1,2,1.0,Zandvoort
72.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 24.0, 54.0]",Red Bull Racing,0,VER,3,3,2.0,Zandvoort
72.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 24.0, 54.0]",Racing Bulls,0,HAD,4,3,3.0,Zandvoort
72.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 24.0, 54.0]",Mercedes,0,RUS,5,3,4.0,Zandvoort
72.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 24.0, 54.0]",Williams,0,ALB,15,3,5.0,Zandvoort
72.0,2.0,"['HARD', 'MEDIUM']","[1.0, 54.0]",Haas F1 Team,0,BEA,20,2,7.0,Zandvoort
72.0,3.0,"['MEDIUM', 'HARD']","[1.0, 9.0]",Aston Martin,0,STR,19,2,8.0,Zandvoort
72.0,3.0,"['MEDIUM', 'HARD']","[1.0, 19.0]",Aston Martin,0,ALO,10,2,9.0,Zandvoort
72.0,3.0,"['SOFT', 'HARD', 'SOFT']","[1.0, 20.0, 54.0]",Red Bull Racing,0,TSU,12,3,10.0,Zandvoort
72.0,2.0,"['HARD', 'MEDIUM']","[1.0, 53.0]",Haas F1 Team,0,OCO,18,2,11.0,Zandvoort
72.0,4.0,"['SOFT', 'HARD', 'MEDIUM', 'SOFT']","[1.0, 20.0, 54.0, 66.0]",Alpine,0,COL,16,4,12.0,Zandvoort
72.0,4.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 24.0, 28.0]",Racing Bulls,0,LAW,8,3,13.0,Zandvoort
72.0,5.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 24.0, 28.0]",Williams,0,SAI,9,3,14.0,Zandvoort
72.0,3.0,"['SOFT', 'HARD', 'MEDIUM']","[1.0, 20.0, 54.0]",Kick Sauber,0,HUL,17,3,15.0,Zandvoort
72.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 23.0, 61.0]",Kick Sauber,0,BOR,13,3,16.0,Zandvoort
72.0,4.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 24.0, 52.0]",Mercedes,0,ANT,11,3,6.0,Zandvoort
72.0,2.0,"['MEDIUM', 'HARD']","[1.0, 24.0]",Alpine,0,GAS,14,2,17.0,Zandvoort
65.0,3.0,"['MEDIUM', 'HARD']","[1.0, 24.0]",McLaren,0,NOR,2,2,nan,Zandvoort
52.0,2.0,"['MEDIUM', 'HARD']","[1.0, 23.0]",Ferrari,0,LEC,6,2,5.0,Zandvoort
23.0,1.0,['MEDIUM'],[1.0],Ferrari,0,HAM,7,1,nan,Zandvoort
53.0,2.0,"['MEDIUM', 'HARD']","[1.0, 38.0]",Red Bull Racing,0,VER,1,2,1.0,Monza
53.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 47.0]",McLaren,0,NOR,2,2,2.0,Monza
53.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 46.0]",McLaren,0,PIA,3,2,3.0,Monza
53.0,2.0,"['MEDIUM', 'HARD']","[1.0, 34.0]",Ferrari,0,LEC,4,2,4.0,Monza
53.0,2.0,"['MEDIUM', 'HARD']","[1.0, 28.0]",Mercedes,0,RUS,5,2,5.0,Monza
53.0,2.0,"['MEDIUM', 'HARD']","[1.0, 39.0]",Ferrari,0,HAM,10,2,6.0,Monza
53.0,2.0,"['HARD', 'MEDIUM']","[1.0, 42.0]",Williams,0,ALB,14,2,7.0,Monza
53.0,2.0,"['MEDIUM', 'HARD']","[1.0, 21.0]",Kick Sauber,0,BOR,7,2,9.0,Monza
53.0,2.0,"['MEDIUM', 'HARD']","[1.0, 29.0]",Mercedes,0,ANT,6,2,8.0,Monza
53.0,2.0,"['HARD', 'MEDIUM']","[1.0, 33.0]",Racing Bulls,0,HAD,19,2,10.0,Monza
53.0,2.0,"['MEDIUM', 'HARD']","[1.0, 31.0]",Williams,0,SAI,13,2,11.0,Monza
53.0,2.0,"['MEDIUM', 'HARD']","[1.0, 19.0]",Haas F1 Team,0,BEA,11,2,12.0,Monza
53.0,2.0,"['MEDIUM', 'HARD']","[1.0, 20.0]",Red Bull Racing,0,TSU,9,2,13.0,Monza
53.0,2.0,"['SOFT', 'HARD']","[1.0, 10.0]",Racing Bulls,0,LAW,18,2,14.0,Monza
52.0,2.0,"['HARD', 'SOFT']","[1.0, 52.0]",Haas F1 Team,0,OCO,15,2,15.0,Monza
52.0,2.0,"['HARD', 'SOFT']","[1.0, 50.0]",Alpine,0,GAS,20,2,16.0,Monza
52.0,2.0,"['MEDIUM', 'HARD']","[1.0, 34.0]",Alpine,0,COL,17,2,17.0,Monza
52.0,2.0,"['HARD', 'SOFT']","[1.0, 50.0]",Aston Martin,0,STR,16,2,18.0,Monza
24.0,2.0,"['MEDIUM', 'HARD']","[1.0, 21.0]",Aston Martin,0,ALO,8,2,19.0,Monza
1.0,1.0,['MEDIUM'],[1.0],Kick Sauber,0,HUL,12,1,nan,Monza
51.0,2.0,"['HARD', 'MEDIUM']","[1.0, 41.0]",Red Bull Racing,0,VER,1,2,1.0,Baku
51.0,2.0,"['HARD', 'MEDIUM']","[1.0, 40.0]",Mercedes,0,RUS,5,2,2.0,Baku
51.0,2.0,"['MEDIUM', 'HARD']","[1.0, 28.0]",Williams,0,SAI,2,2,3.0,Baku
51.0,2.0,"['MEDIUM', 'HARD']","[1.0, 19.0]",Mercedes,0,ANT,4,2,4.0,Baku
51.0,2.0,"['MEDIUM', 'HARD']","[1.0, 21.0]",Racing Bulls,0,LAW,3,2,5.0,Baku
51.0,2.0,"['HARD', 'MEDIUM']","[1.0, 39.0]",Red Bull Racing,0,TSU,6,2,6.0,Baku
51.0,2.0,"['MEDIUM', 'HARD']","[1.0, 38.0]",McLaren,0,NOR,7,2,7.0,Baku
51.0,2.0,"['HARD', 'MEDIUM']","[1.0, 37.0]",Ferrari,0,HAM,12,2,8.0,Baku
51.0,2.0,"['MEDIUM', 'HARD']","[1.0, 20.0]",Ferrari,0,LEC,10,2,9.0,Baku
51.0,2.0,"['MEDIUM', 'HARD']","[1.0, 30.0]",Racing Bulls,0,HAD,8,2,10.0,Baku
51.0,2.0,"['HARD', 'MEDIUM']","[1.0, 27.0]",Kick Sauber,0,BOR,13,2,12.0,Baku
51.0,2.0,"['HARD', 'MEDIUM']","[1.0, 29.0]",Haas F1 Team,0,BEA,15,2,13.0,Baku
51.0,3.0,"['MEDIUM', 'HARD']","[1.0, 16.0]",Williams,0,ALB,19,2,11.0,Baku
51.0,3.0,"['HARD', 'MEDIUM', 'HARD']","[1.0, 2.0, 3.0]",Haas F1 Team,0,OCO,20,3,14.0,Baku
51.0,2.0,"['MEDIUM', 'HARD']","[1.0, 22.0]",Aston Martin,0,ALO,11,2,15.0,Baku
51.0,2.0,"['HARD', 'MEDIUM']","[1.0, 37.0]",Kick Sauber,0,HUL,17,2,16.0,Baku
51.0,2.0,"['MEDIUM', 'HARD']","[1.0, 38.0]",Aston Martin,0,STR,14,2,17.0,Baku
50.0,2.0,"['HARD', 'MEDIUM']","[1.0, 36.0]",Alpine,0,GAS,18,2,18.0,Baku
50.0,2.0,"['MEDIUM', 'HARD']","[1.0, 17.0]",Alpine,0,COL,16,2,19.0,Baku
1.0,1.0,['MEDIUM'],[1.0],McLaren,0,PIA,9,1,nan,Baku
62.0,2.0,"['MEDIUM', 'HARD']","[1.0, 26.0]",Mercedes,0,RUS,1,2,1.0,Marina Bay
62.0,2.0,"['SOFT', 'HARD']","[1.0, 20.0]",Red Bull Racing,0,VER,2,2,2.0,Marina Bay
62.0,2.0,"['MEDIUM', 'HARD']","[1.0, 27.0]",McLaren,0,NOR,5,2,3.0,Marina Bay
62.0,2.0,"['MEDIUM', 'HARD']","[1.0, 28.0]",McLaren,0,PIA,3,2,4.0,Marina Bay
62.0,2.0,"['MEDIUM', 'HARD']","[1.0, 26.0]",Mercedes,0,ANT,4,2,5.0,Marina Bay
62.0,2.0,"['MEDIUM', 'HARD']","[1.0, 22.0]",Ferrari,0,LEC,7,2,6.0,Marina Bay
62.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 28.0]",Aston Martin,0,ALO,10,2,8.0,Marina Bay
62.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 25.0, 47.0]",Ferrari,0,HAM,6,3,7.0,Marina Bay
62.0,2.0,"['MEDIUM', 'HARD']","[1.0, 24.0]",Haas F1 Team,0,BEA,9,2,9.0,Marina Bay
61.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 51.0]",Williams,0,SAI,18,2,10.0,Marina Bay
61.0,2.0,"['SOFT', 'HARD']","[1.0, 21.0]",Racing Bulls,0,HAD,8,2,11.0,Marina Bay
61.0,2.0,"['SOFT', 'HARD']","[1.0, 14.0]",Red Bull Racing,0,TSU,13,2,12.0,Marina Bay
61.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 39.0]",Aston Martin,0,STR,15,2,13.0,Marina Bay
61.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 43.0]",Williams,0,ALB,20,2,14.0,Marina Bay
61.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 49.0]",Racing Bulls,0,LAW,12,2,15.0,Marina Bay
61.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 15.0]",Alpine,0,COL,16,2,16.0,Marina Bay
61.0,2.0,"['MEDIUM', 'HARD']","[1.0, 14.0]",Kick Sauber,0,BOR,14,2,17.0,Marina Bay
61.0,2.0,"['MEDIUM', 'HARD']","[1.0, 31.0]",Haas F1 Team,0,OCO,17,2,18.0,Marina Bay
61.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 25.0, 52.0]",Alpine,0,GAS,19,3,19.0,Marina Bay
61.0,3.0,"['MEDIUM', 'HARD', 'SOFT']","[1.0, 26.0, 45.0]",Kick Sauber,0,HUL,11,3,20.0,Marina Bay
56.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 34.0]",Red Bull Racing,0,VER,1,2,1.0,Austin
56.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 33.0]",McLaren,0,NOR,2,2,2.0,Austin
56.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 23.0]",Ferrari,0,LEC,3,2,3.0,Austin
56.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 32.0]",Ferrari,0,HAM,5,2,4.0,Austin
56.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 31.0]",McLaren,0,PIA,6,2,5.0,Austin
56.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 34.0]",Mercedes,0,RUS,4,2,6.0,Austin
56.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 30.0]",Red Bull Racing,0,TSU,13,2,7.0,Austin
56.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 34.0]",Kick Sauber,0,HUL,11,2,8.0,Austin
56.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 31.0]",Haas F1 Team,0,BEA,8,2,9.0,Austin
56.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 31.0]",Aston Martin,0,ALO,10,2,10.0,Austin
56.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 31.0]",Racing Bulls,0,LAW,12,2,11.0,Austin
56.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 29.0]",Aston Martin,0,STR,19,2,12.0,Austin
56.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 32.0]",Mercedes,0,ANT,7,2,13.0,Austin
56.0,3.0,"['HARD', 'MEDIUM', 'SOFT']","[1.0, 8.0, 37.0]",Williams,0,ALB,18,3,14.0,Austin
56.0,2.0,"['HARD', 'MEDIUM']","[1.0, 25.0]",Haas F1 Team,0,OCO,17,2,15.0,Austin
56.0,2.0,"['HARD', 'SOFT']","[1.0, 29.0]",Racing Bulls,0,HAD,20,2,16.0,Austin
55.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 33.0]",Alpine,0,COL,15,2,17.0,Austin
55.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 15.0, 37.0]",Kick Sauber,0,BOR,16,3,18.0,Austin
55.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 28.0]",Alpine,0,GAS,14,2,19.0,Austin
6.0,1.0,['MEDIUM'],[1.0],Williams,0,SAI,9,1,nan,Austin
71.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 35.0]",McLaren,0,NOR,1,2,1.0,Mexico City
71.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 32.0]",Ferrari,0,LEC,2,2,2.0,Mexico City
71.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 38.0]",Red Bull Racing,0,VER,5,2,3.0,Mexico City
71.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 25.0, 49.0]",Haas F1 Team,0,BEA,9,3,4.0,Mexico City
71.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 25.0, 48.0]",McLaren,0,PIA,7,3,5.0,Mexico City
71.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 23.0, 48.0]",Mercedes,0,ANT,6,3,6.0,Mexico City
71.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 26.0, 49.0]",Mercedes,0,RUS,4,3,7.0,Mexico City
71.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 24.0, 48.0]",Ferrari,0,HAM,3,3,8.0,Mexico City
71.0,2.0,"['SOFT', 'MEDIUM']","[1.0, 28.0]",Haas F1 Team,0,OCO,11,2,9.0,Mexico City
71.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 38.0]",Kick Sauber,0,BOR,16,2,10.0,Mexico City
71.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 37.0]",Red Bull Racing,0,TSU,10,2,11.0,Mexico City
70.0,2.0,"['HARD', 'SOFT']","[1.0, 42.0]",Williams,0,ALB,17,2,12.0,Mexico City
70.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 35.0]",Racing Bulls,0,HAD,8,2,13.0,Mexico City
70.0,3.0,"['SOFT', 'MEDIUM', 'SOFT']","[1.0, 27.0, 44.0]",Aston Martin,0,STR,19,3,14.0,Mexico City
70.0,2.0,"['MEDIUM', 'SOFT']","[1.0, 34.0]",Alpine,0,GAS,18,2,15.0,Mexico City
